Stn_Id,Stn_Name,CIMIS_Region,Date,Hour_(PST),Jul,ETo_(in),qc,Precip_(in),qc,Sol_Rad_(Ly/day),qc,Vap_Pres_(mBars),qc,Air_Temp_(F),qc,Rel_Hum (%),qc,Dew_Point_(F),qc,Wind_Speed_(mph),qc,Wind_Dir (0-360),qc,Soil_Temp_(F),qc
204,Santa Clarita,Los Angeles Basin,11/17/2019,1400,321,0.02, ,0.00, ,1116, ,3.4, ,83.9, ,8, ,17.7, ,12.6, ,45, ,57.0, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,1500,321,0.02, ,0.00, ,825, ,3.0, ,84.1, ,8, ,15.2, ,11.2, ,50, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,1600,321,0.01, ,0.00, ,439, ,3.0, ,82.9, ,8, ,14.7, ,10.0, ,30, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,1700,321,0.01, ,0.00, ,93, ,2.9, ,80.1, ,8, ,14.0, ,7.7, ,25, ,57.4, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,1800,321,0.00, ,0.00, ,0, ,2.8, ,76.9, ,9, ,13.6, ,7.7, ,15, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,1900,321,0.00, ,0.00, ,0, ,2.9, ,74.2, ,10, ,14.1, ,8.6, ,17, ,57.6, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,2000,321,0.00, ,0.00, ,0, ,3.0, ,69.8, ,12, ,14.9, ,4.7, ,358, ,57.6, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,2100,321,0.00, ,0.00, ,0, ,3.2, ,67.2, ,14, ,16.2, ,3.8, ,58, ,57.6, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,2200,321,0.00, ,0.00, ,0, ,3.3, ,67.9, ,14, ,17.1, ,6.3, ,39, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,2300,321,0.00, ,0.00, ,0, ,3.4, ,64.9, ,16, ,17.8, ,3.8, ,16, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/17/2019,2400,321,0.00, ,0.00, ,1, ,3.7, ,61.5, ,20, ,20.2, ,3.0, ,10, ,57.4, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0100,322,0.00, ,0.00, ,0, ,3.7, ,58.5, ,22, ,19.8, ,3.3, ,41, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0200,322,0.00, ,0.00, ,0, ,3.6, ,56.6, ,23, ,19.4, ,3.5, ,66, ,57.6, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0300,322,0.00, ,0.00, ,0, ,3.6, ,55.1, ,24, ,19.4, ,4.5, ,78, ,57.4, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0400,322,0.00, ,0.00, ,0, ,3.6, ,53.2, ,26, ,19.3, ,3.8, ,59, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0500,322,0.00, ,0.00, ,0, ,3.5, ,52.3, ,26, ,18.9, ,4.3, ,72, ,57.0, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0600,322,0.00, ,0.00, ,0, ,3.7, ,51.9, ,28, ,19.6, ,5.4, ,79, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0700,322,0.00, ,0.00, ,42, ,3.6, ,53.3, ,26, ,19.1, ,3.7, ,22, ,56.7, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0800,322,0.00, ,0.00, ,351, ,4.1, ,55.9, ,27, ,22.4, ,2.3, ,69, ,56.6, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,0900,322,0.01, ,0.00, ,731, ,4.4, ,64.2, ,21, ,23.8, ,2.2, ,168, ,56.4, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1000,322,0.01, ,0.00, ,1052, ,4.0, ,72.7, ,14, ,21.5, ,3.1, ,231, ,56.3, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1100,322,0.02, ,0.00, ,1263, ,3.9, ,78.5, ,12, ,21.4, ,3.5, ,221, ,56.2, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1200,322,0.02, ,0.00, ,1346, ,3.9, ,84.0, ,10, ,21.3, ,2.6, ,220, ,56.3, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1300,322,0.02, ,0.00, ,1295, ,3.5, ,86.6, ,8, ,18.5, ,3.7, ,226, ,56.4, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1400,322,0.01, ,0.00, ,1115, ,3.2, ,88.1, ,7, ,16.3, ,3.3, ,223, ,56.6, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1500,322,0.01, ,0.00, ,818, ,3.1, ,88.9, ,7, ,16.0, ,3.3, ,208, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1600,322,0.01, ,0.00, ,375, ,3.0, ,88.4, ,6, ,14.7, ,2.4, ,193, ,57.1, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1700,322,0.00, ,0.00, ,88, ,3.8, ,82.7, ,10, ,20.3, ,2.2, ,297, ,57.4, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1800,322,0.00, ,0.00, ,0, ,4.3, ,77.8, ,13, ,23.3, ,3.4, ,353, ,57.7, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,1900,322,0.00, ,0.00, ,0, ,4.1, ,73.2, ,15, ,22.5, ,4.5, ,338, ,57.8, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,2000,322,0.00, ,0.00, ,0, ,3.9, ,67.7, ,17, ,21.2, ,4.7, ,80, ,57.9, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,2100,322,0.00, ,0.00, ,0, ,3.6, ,63.6, ,18, ,19.4, ,5.0, ,82, ,58.1, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,2200,322,0.00, ,0.00, ,0, ,3.7, ,61.2, ,20, ,19.6, ,3.2, ,62, ,58.2, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,2300,322,0.00, ,0.00, ,1, ,3.7, ,59.7, ,21, ,20.0, ,3.1, ,44, ,58.1, 
204,Santa Clarita,Los Angeles Basin,11/18/2019,2400,322,0.00, ,0.00, ,0, ,3.6, ,59.2, ,21, ,19.6, ,3.8, ,75, ,57.9, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0100,323,0.00, ,0.00, ,0, ,3.8, ,57.1, ,24, ,20.5, ,4.6, ,71, ,57.8, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0200,323,0.00, ,0.00, ,0, ,3.8, ,56.5, ,24, ,20.5, ,4.6, ,74, ,57.7, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0300,323,0.00, ,0.00, ,0, ,3.9, ,55.1, ,26, ,21.1, ,4.3, ,74, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0400,323,0.00, ,0.00, ,0, ,3.8, ,55.4, ,25, ,20.6, ,4.0, ,69, ,57.4, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0500,323,0.00, ,0.00, ,0, ,3.9, ,54.1, ,27, ,21.1, ,3.6, ,66, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0600,323,0.00, ,0.00, ,0, ,4.1, ,52.3, ,31, ,22.5, ,2.9, ,92, ,57.1, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0700,323,0.00, ,0.00, ,38, ,4.2, ,53.3, ,30, ,22.7, ,3.0, ,51, ,57.0, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0800,323,0.01, ,0.00, ,495, ,4.5, ,58.7, ,27, ,24.4, ,4.4, ,100, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,0900,323,0.01, ,0.00, ,643, ,4.6, ,65.1, ,22, ,25.1, ,2.6, ,313, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1000,323,0.01, ,0.00, ,1029, ,5.0, ,68.5, ,21, ,27.1, ,3.1, ,320, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1100,323,0.02, ,0.00, ,1264, ,5.0, ,75.9, ,16, ,26.9, ,3.9, ,263, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1200,323,0.02, ,0.00, ,875, ,4.6, ,77.5, ,14, ,25.3, ,9.6, ,196, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1300,323,0.02, ,0.00, ,756, ,4.7, ,76.5, ,15, ,25.4, ,10.4, ,176, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1400,323,0.01, ,0.00, ,436, ,5.0, ,74.5, ,17, ,27.1, ,10.7, ,192, ,57.1, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1500,323,0.01, ,0.00, ,438, ,5.0, ,74.0, ,17, ,27.0, ,9.5, ,199, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1600,323,0.01, ,0.00, ,414, ,5.3, ,70.9, ,20, ,28.3, ,11.4, ,192, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1700,323,0.00, ,0.00, ,65, ,6.7, ,67.1, ,30, ,34.4, ,8.9, ,201, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1800,323,0.00, ,0.00, ,0, ,9.4, ,64.7, ,45, ,42.9, ,7.7, ,206, ,57.4, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,1900,323,0.00, ,0.00, ,0, ,11.0, ,61.3, ,59, ,47.1, ,6.9, ,206, ,57.4, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,2000,323,0.00, ,0.00, ,0, ,12.6, ,59.4, ,73, ,50.7, ,7.4, ,232, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,2100,323,0.00, ,0.00, ,0, ,12.7, ,59.6, ,73, ,50.9, ,5.0, ,203, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,2200,323,0.00, ,0.00, ,0, ,12.3, ,58.9, ,72, ,50.0, ,4.0, ,257, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,2300,323,0.00, ,0.00, ,0, ,10.9, ,57.8, ,67, ,46.8, ,1.8, ,289, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/19/2019,2400,323,0.00, ,0.00, ,1, ,11.4, ,57.2, ,71, ,48.1, ,2.2, ,293, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0100,324,0.00, ,0.00, ,1, ,12.9, ,57.2, ,81, ,51.4, ,6.6, ,199, ,57.7, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0200,324,0.00, ,0.00, ,0, ,12.6, ,56.7, ,80, ,50.7, ,7.3, ,202, ,57.8, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0300,324,0.00, ,0.00, ,0, ,11.4, ,55.6, ,75, ,47.9, ,8.2, ,189, ,57.8, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0400,324,0.00, ,0.00, ,0, ,10.8, ,54.6, ,74, ,46.6, ,6.1, ,196, ,57.8, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0500,324,0.00, ,0.00, ,0, ,11.2, ,53.3, ,81, ,47.4, ,7.2, ,173, ,57.7, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0600,324,0.00, ,0.00, ,0, ,10.6, ,51.4, ,82, ,46.0, ,6.8, ,206, ,57.7, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0700,324,0.00, ,0.00, ,10, ,9.1, ,50.5, ,73, ,42.1, ,6.6, ,239, ,57.6, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0800,324,0.00, ,0.00, ,85, ,8.9, ,50.4, ,71, ,41.5, ,5.2, ,202, ,57.5, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,0900,324,0.01, ,0.00, ,558, ,8.8, ,52.8, ,64, ,41.2, ,6.6, ,196, ,57.4, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1000,324,0.01, ,0.00, ,751, ,8.5, ,54.1, ,59, ,40.2, ,8.1, ,174, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1100,324,0.01, ,0.00, ,621, ,9.4, ,51.9, ,72, ,43.0, ,7.9, ,169, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1200,324,0.00, ,0.00, ,358, ,9.2, ,52.0, ,70, ,42.4, ,5.5, ,172, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1300,324,0.00,Y,0.02, ,484, ,9.8, ,49.2,Y,82,Y,43.9,Y,3.1, ,333, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1400,324,0.01, ,0.00, ,614, ,9.8, ,53.0, ,71, ,44.0, ,3.9, ,117, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1500,324,0.00, ,0.00, ,289, ,8.7, ,52.3, ,65, ,41.0, ,6.9, ,196, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1600,324,0.00, ,0.00, ,69, ,8.4, ,51.5, ,65, ,40.0, ,6.9, ,203, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1700,324,0.00, ,0.00, ,33, ,8.1, ,50.6, ,64, ,39.1, ,5.4, ,209, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1800,324,0.00, ,0.01, ,0, ,9.0, ,48.8, ,77, ,41.8, ,3.3, ,216, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,1900,324,0.00, ,0.00, ,0, ,9.3, ,48.4, ,80, ,42.6, ,2.2, ,350, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,2000,324,0.00, ,0.00, ,0, ,9.6, ,48.4, ,83, ,43.4, ,4.0, ,354, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,2100,324,0.00, ,0.00, ,0, ,9.6, ,48.7, ,82, ,43.4, ,4.0, ,5, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,2200,324,0.00, ,0.00, ,0, ,9.6, ,49.2, ,80, ,43.3, ,1.6, ,54, ,57.3, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,2300,324,0.00, ,0.01, ,0, ,9.9, ,49.1, ,83, ,44.3, ,1.7, ,64, ,57.2, 
204,Santa Clarita,Los Angeles Basin,11/20/2019,2400,324,0.00, ,0.00, ,0, ,9.9, ,48.5, ,85, ,44.3, ,2.2, ,22, ,57.1, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0100,325,0.00, ,0.00, ,0, ,9.7, ,48.5, ,84, ,43.8, ,1.9, ,56, ,57.1, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0200,325,0.00, ,0.00, ,0, ,9.9, ,48.1, ,86, ,44.2, ,2.6, ,70, ,57.0, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0300,325,0.00, ,0.00, ,0, ,9.7, ,47.5, ,87, ,43.6, ,1.4, ,33, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0400,325,0.00,R,0.00, ,0, ,9.4, ,46.0, ,89, ,42.9, ,1.0,I,340, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0500,325,0.00, ,0.00, ,0, ,9.3, ,45.3, ,90, ,42.7, ,1.5, ,55, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0600,325,0.00, ,0.00, ,0, ,9.3, ,45.0, ,91, ,42.5, ,2.3, ,23, ,56.7, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0700,325,0.00, ,0.00, ,27, ,8.9, ,44.7, ,88, ,41.4, ,2.0, ,48, ,56.6, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0800,325,0.00, ,0.00, ,282, ,9.4, ,46.8, ,86, ,42.8, ,2.2, ,122, ,56.5, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,0900,325,0.00, ,0.00, ,653, ,9.4, ,49.8, ,77, ,42.9, ,2.6, ,0, ,56.4, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1000,325,0.01, ,0.00, ,969, ,9.8, ,53.9, ,69, ,44.0, ,2.6, ,306, ,56.4, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1100,325,0.01, ,0.00, ,1192, ,9.4, ,57.5, ,58, ,43.0, ,3.6, ,207, ,56.3, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1200,325,0.01, ,0.00, ,1282, ,8.8, ,60.4, ,49, ,41.2, ,3.7, ,225, ,56.3, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1300,325,0.01, ,0.00, ,1016, ,8.2, ,61.3, ,44, ,39.5, ,4.5, ,229, ,56.4, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1400,325,0.01, ,0.00, ,762, ,8.4, ,61.9, ,45, ,40.1, ,4.9, ,229, ,56.5, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1500,325,0.01, ,0.00, ,795, ,8.3, ,63.3, ,42, ,39.6, ,4.6, ,219, ,56.6, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1600,325,0.00, ,0.00, ,388, ,8.2, ,62.4, ,42, ,39.3, ,4.4, ,219, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1700,325,0.00, ,0.00, ,67, ,8.4, ,59.5, ,49, ,40.1, ,3.2, ,202, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1800,325,0.00, ,0.00, ,0, ,9.4, ,56.0, ,61, ,43.0, ,2.4, ,280, ,57.0, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,1900,325,0.00, ,0.00, ,1, ,10.4, ,54.6, ,71, ,45.5, ,1.8, ,340, ,57.1, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,2000,325,0.00, ,0.00, ,1, ,10.4, ,53.6, ,74, ,45.5, ,4.3, ,350, ,57.1, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,2100,325,0.00, ,0.00, ,0, ,9.9, ,51.1, ,77, ,44.2, ,3.2, ,11, ,57.1, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,2200,325,0.00, ,0.00, ,0, ,9.4, ,49.2, ,79, ,42.9, ,3.6, ,77, ,57.0, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,2300,325,0.00, ,0.00, ,0, ,9.1, ,48.8, ,78, ,42.2, ,3.6, ,80, ,57.0, 
204,Santa Clarita,Los Angeles Basin,11/21/2019,2400,325,0.00, ,0.00, ,0, ,9.2, ,48.8, ,79, ,42.5, ,3.3, ,71, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0100,326,0.00, ,0.00, ,0, ,9.1, ,48.1, ,79, ,42.0, ,4.7, ,80, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0200,326,0.00, ,0.00, ,0, ,9.0, ,47.6, ,80, ,41.9, ,3.3, ,73, ,56.9, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0300,326,0.00, ,0.00, ,0, ,9.0, ,46.9, ,82, ,41.7, ,2.9, ,80, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0400,326,0.00, ,0.00, ,0, ,8.8, ,46.3, ,83, ,41.3, ,2.8, ,72, ,56.7, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0500,326,0.00, ,0.00, ,0, ,8.8, ,45.8, ,84, ,41.1, ,3.4, ,63, ,56.6, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0600,326,0.00, ,0.00, ,0, ,8.5, ,44.9, ,84, ,40.5, ,2.9, ,59, ,56.5, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0700,326,0.00, ,0.00, ,24, ,8.4, ,44.4, ,84, ,40.0, ,3.1, ,61, ,56.3, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0800,326,0.00, ,0.00, ,273, ,8.9, ,47.8, ,79, ,41.5, ,1.7, ,87, ,56.2, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,0900,326,0.00, ,0.00, ,627, ,9.2, ,51.4, ,71, ,42.3, ,2.7, ,218, ,56.1, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1000,326,0.01, ,0.00, ,948, ,9.8, ,55.7, ,65, ,44.1, ,3.3, ,251, ,56.0, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1100,326,0.01, ,0.00, ,1166, ,9.7, ,60.8, ,54, ,43.8, ,3.5, ,301, ,55.9, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1200,326,0.02, ,0.00, ,1251, ,8.3, ,65.0, ,39, ,39.7, ,6.2, ,86, ,55.9, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1300,326,0.01, ,0.00, ,1165, ,8.5, ,65.9, ,39, ,40.3, ,6.7, ,108, ,56.0, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1400,326,0.01, ,0.00, ,1111, ,8.6, ,65.4, ,40, ,40.5, ,8.8, ,105, ,56.1, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1500,326,0.01, ,0.00, ,755, ,8.6, ,64.7, ,41, ,40.5, ,8.5, ,99, ,56.3, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1600,326,0.01, ,0.00, ,342, ,8.4, ,64.0, ,41, ,39.9, ,6.9, ,100, ,56.4, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1700,326,0.00, ,0.00, ,60, ,7.8, ,62.2, ,41, ,38.0, ,5.6, ,43, ,56.5, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1800,326,0.00, ,0.00, ,0, ,7.1, ,59.9, ,40, ,35.8, ,6.0, ,19, ,56.7, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,1900,326,0.00, ,0.00, ,0, ,6.6, ,58.8, ,39, ,33.8, ,6.5, ,48, ,56.7, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,2000,326,0.00, ,0.00, ,0, ,6.8, ,56.5, ,43, ,34.6, ,4.7, ,30, ,56.7, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,2100,326,0.00, ,0.00, ,1, ,6.6, ,56.6, ,42, ,33.9, ,5.8, ,4, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,2200,326,0.00, ,0.00, ,1, ,6.5, ,56.5, ,42, ,33.7, ,5.9, ,1, ,56.8, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,2300,326,0.00, ,0.00, ,0, ,6.7, ,54.0, ,47, ,34.1, ,3.4, ,341, ,56.7, 
204,Santa Clarita,Los Angeles Basin,11/22/2019,2400,326,0.00, ,0.00, ,0, ,7.0, ,51.2, ,54, ,35.2, ,2.1, ,342, ,56.6, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0100,327,0.00, ,0.00, ,0, ,7.0, ,49.1, ,59, ,35.4, ,2.0, ,79, ,56.4, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0200,327,0.00, ,0.00, ,0, ,7.0, ,48.4, ,60, ,35.4, ,2.7, ,81, ,56.3, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0300,327,0.00, ,0.00, ,0, ,6.8, ,49.0, ,58, ,34.8, ,1.7, ,357, ,56.2, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0400,327,0.00, ,0.00, ,0, ,6.7, ,49.4, ,56, ,34.3, ,2.1, ,342, ,56.1, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0500,327,0.00, ,0.00, ,0, ,6.6, ,52.0, ,50, ,34.0, ,6.4, ,2, ,56.0, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0600,327,0.00, ,0.00, ,0, ,6.6, ,54.2, ,46, ,34.1, ,8.3, ,10, ,55.8, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0700,327,0.00, ,0.00, ,33, ,6.7, ,54.4, ,46, ,34.2, ,8.5, ,16, ,55.7, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0800,327,0.00, ,0.00, ,304, ,6.9, ,57.5, ,43, ,34.9, ,9.5, ,27, ,55.6, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,0900,327,0.01, ,0.00, ,667, ,6.9, ,60.6, ,38, ,35.1, ,13.0, ,49, ,55.5, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1000,327,0.02, ,0.00, ,984, ,6.8, ,63.5, ,34, ,34.6, ,14.6, ,55, ,55.4, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1100,327,0.02, ,0.00, ,1196, ,6.7, ,65.1, ,31, ,34.2, ,16.1, ,58, ,55.4, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1200,327,0.02, ,0.00, ,1276, ,6.5, ,65.9, ,30, ,33.7, ,17.8, ,60, ,55.4, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1300,327,0.02, ,0.00, ,1230, ,6.0, ,67.7, ,26, ,31.7, ,17.7, ,69, ,55.4, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1400,327,0.02, ,0.00, ,1053, ,5.7, ,67.8, ,24, ,30.1, ,17.1, ,55, ,55.5, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1500,327,0.01, ,0.00, ,761, ,5.5, ,68.2, ,23, ,29.4, ,14.8, ,59, ,55.5, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1600,327,0.01, ,0.00, ,393, ,5.2, ,67.2, ,23, ,28.0, ,14.5, ,61, ,55.6, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1700,327,0.01, ,0.00, ,73, ,5.3, ,65.3, ,25, ,28.3, ,13.2, ,58, ,55.7, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1800,327,0.00, ,0.00, ,0, ,5.3, ,63.5, ,27, ,28.7, ,10.0, ,53, ,55.7, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,1900,327,0.00, ,0.00, ,0, ,5.2, ,62.7, ,27, ,28.0, ,10.5, ,53, ,55.8, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,2000,327,0.00, ,0.00, ,0, ,5.1, ,62.1, ,27, ,27.6, ,10.6, ,53, ,55.8, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,2100,327,0.00, ,0.00, ,0, ,5.0, ,61.5, ,27, ,27.3, ,8.8, ,50, ,55.7, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,2200,327,0.00, ,0.00, ,0, ,5.1, ,61.0, ,28, ,27.5, ,9.0, ,47, ,55.7, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,2300,327,0.00, ,0.00, ,0, ,5.1, ,60.6, ,28, ,27.5, ,8.5, ,37, ,55.7, 
204,Santa Clarita,Los Angeles Basin,11/23/2019,2400,327,0.00, ,0.00, ,1, ,5.0, ,59.2, ,29, ,26.9, ,6.6, ,14, ,55.6, 
204,Santa Clarita,Los Angeles Basin,11/24/2019,0100,328,0.00, ,0.00, ,0, ,4.9, ,58.6, ,29, ,26.5, ,7.5, ,9, ,55.5, 
204,Santa Clarita,Los Angeles Basin,11/24/2019,0200,328,0.00, ,0.00, ,0, ,4.8, ,58.3, ,29, ,26.0, ,7.6, ,9, ,55.5, 
204,Santa Clarita,Los Angeles Basin,11/24/2019,0300,328,0.00, ,0.00, ,1, ,4.7, ,58.6, ,28, ,25.5, ,8.9, ,13, ,55.4, 
204,Santa Clarita,Los Angeles Basin,11/24/2019,0400,328,0.00, ,0.00, ,1, ,4.7, ,57.9, ,29, ,25.6, ,7.4, ,7, ,55.3, 
204,Santa Clarita,Los Angeles Basin,11/24/2019,0500,328,0.00, ,0.00, ,1, ,4.8, ,56.1, ,31, ,26.1, ,4.6, ,0, ,55.2, 
